Series Name,Series Code,Country Name,Country Code,1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
GNI (current US$),NY.GNP.MKTP.CD,Afghanistan,AFG,1868886653.33333,1631108937.77778,1771108944.44444,2202222228.88889,2417777777.77778,2611111162.22222,3017777697.77778,3371111037.77778,3775743789.47368,3716553247.16553,3551514995.9596,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12403617031.1715,15884505937.9604,17784879609.8747,20033093818.0157,20632806188.1123,20482514565.8958,20087077459.0293,18197299091.7979,19118263186.9456,18544615039.8087,19597763437.0276,..
GNI (current US$),NY.GNP.MKTP.CD,Albania,ALB,..,..,..,..,..,..,..,..,..,..,..,..,..,1860538011.88334,1898450133.4326,2097426250,2081196250,2051436250,2252990000,2026653750,1077859027.77778,617074990.170926,1219215468.95285,1894751525.25858,2436364853.42107,3271442591.26173,2308870570.55215,2623047752.71236,3287195806.66184,3586734166.15744,4070817915.21648,4475531638.29414,5783429392.4242,7360280000.31168,8226134275.15488,9159095071.11884,10974641470.1657,12936158460.7353,11851853961.071,11807221086.4882,12893881300.3118,12228769169.62,12996517125.1415,13350453574.1373,11521024705.9225,12054338166.2203,13053733602.8547,15129831617.421,15077445950.4731,..
GNI (current US$),NY.GNP.MKTP.CD,Algeria,DZA,5036510727.517,6739483875.28436,8639333047.08022,13137957041.7145,15380692155.7705,17416132571.209,19801118983.3124,25098700446.3047,31537352035.9173,40476612846.9055,42348348278.4188,43217846086.8429,47009480391.7474,52019304711.6427,56393654500.9746,62003192577.6265,64843504886.5979,56590250659.363,53585097371.5337,59777294329.0913,43167757061.6576,45843298246.0158,48196455219.5331,40807744205.4822,39574052577.471,44381496854.7371,45957862443.0312,46187747552.7333,46350580406.7654,52080233855.966,53054725765.7191,54530246981.7525,65163841333.4195,81725003122.0947,98110251003.3943,112392321306.159,132868426187.354,169777451612.066,135893483715.184,160765315145.814,198140724660.118,205149120239.335,205197778314.385,209040450595.829,161911491140.753,158429629654.883,167571235730.817,170985660377.358,166891289782.245,..
GNI (current US$),NY.GNP.MKTP.CD,American Samoa,ASM,..,..,75600000,77000000,67700000,68500000,79200000,84700000,105600000,127200000,139300000,151100000,166000000,178200000,189700000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GNI (current US$),NY.GNP.MKTP.CD,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GNI (current US$),NY.GNP.MKTP.CD,Angola,AGO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6684491978.60963,6684491978.60963,6684491978.60963,6684491978.60963,10026737967.9144,10026737967.9144,10603784541.197,3498025673.08989,3237547175.39543,1943279029.73498,4771491965.00864,5829677653.68921,6730621459.63535,5537462252.37138,4780892936.47718,7448734815.41876,7375076435.20009,13650938445.0336,16086223836.3248,21063484641.148,32940028095.7467,46203141535.012,57667420502.4111,74821071498.8259,63484025273.4841,75712633817.0538,102092364937.169,117631104835.128,126809806035.747,136862298383.356,110286109906.073,95850167792.3992,114618206700.981,93523683283.3905,81299397793.303,..
GNI (current US$),NY.GNP.MKTP.CD,Antigua and Barbuda,ATG,..,..,..,..,..,..,77296753.7037037,87479341.4814815,107279978.888889,130231026.666667,145841734.444444,160669278.888889,181144092.962963,207972846.296296,238223924.814815,254406807.407407,297215602.592593,367011801.851852,393313307.037037,414144444.444444,449507407.407407,469614814.814815,512237037.037037,562870370.37037,550422222.222222,607511111.111111,658462962.962963,706822222.222222,742754814.814815,781851481.481481,775693333.333333,772934777.777778,817700000,874644296.296296,980922740.740741,1110919629.62963,1260091851.85185,1308986333.33333,1177509333.33333,1120979666.66667,1102571925.92593,1160321814.81481,1142788111.11111,1188978482.33391,1252478572.43216,1339482995.73854,1389228019.95239,1527400663.26139,1582208561.55849,..
GNI (current US$),NY.GNP.MKTP.CD,Argentina,ARG,33634600190.9299,34199500220.4044,52722220653.6761,72679890116.6394,53148109437.7931,51185002820.9107,56339203223.2598,57716474115.782,68626165140.837,76286574002.8188,76842107526.2031,79243829293.0471,98072174234.6778,74996801894.5786,83672502113.7452,105922220616.456,105942857983.875,120715908148.068,70219462542.1818,135150027050.147,183857364656.529,224530580052.493,233743662862.863,253743263100,253362890700,266647700700,286641204400,291542201400,276059280100,276655968900,260969968100,92763789032.7018,122451951871.839,146361588317.154,176153368006.277,224834650825.104,279935852673.42,352523846400.604,322657609584.289,409079888900.219,515090214471.667,532228535071.924,538860312670.019,514705826245.374,582644686839.529,545339165474.109,627248381597.131,499007480927.496,427609245335.736,..
GNI (current US$),NY.GNP.MKTP.CD,Armenia,ARM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2173850349.42117,2066190377.00437,1063305151.93599,1200013200.61044,1311138670.18013,1507838647.77696,1641698912.35584,1736697160.98728,1952541820.87074,1900438474.63788,1970535932.23616,2182070540.84243,2458706347.955,2899936467.50868,3724967487.29965,5106476347.91383,6686478486.4643,9703722526.74893,12353321001.708,9006718249.36627,9718566137.71057,10502184909.0834,11042356185.4721,11804012824.1465,12131728948.9464,10981745196.8255,10791285342.4912,11934826619.5224,12676547765.1085,13900535495.7806,..
GNI (current US$),NY.GNP.MKTP.CD,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,398144981.36327,473189049.925187,579384500.969464,684019446.829983,757121754.065994,864373351.955307,948798379.888268,1065102625.69832,1225688268.15642,1305279329.60894,1362139664.80447,1508759776.53631,1659513966.48045,1680117318.43575,1849430167.59777,1862849162.01117,1805642458.10056,1967821229.05028,2154189944.13408,1852067039.10615,2318715083.79888,2230335195.53073,2628547486.03352,2410055865.92179,2250223463.68715,2302793296.08939,2418547486.03352,2537094972.06704,2662513966.48045,2794804469.27374,2830726256.98324,2885753966.48045,..,..,..
GNI (current US$),NY.GNP.MKTP.CD,Australia,AUS,44637697390.5253,51727803738.3178,63757847533.6323,88504053058.2167,97364468114.1609,104903567376.781,109404679972.471,116886983983.758,133036464841.531,148170473537.604,176016486706.142,190045238883.372,175649976602.714,190887520376.743,177695021860.858,178787073307.219,185600847008.999,231230355064.028,291007246966.859,299796844940.362,312075975198.179,312156425440.283,303041736930.86,314915254237.288,354537422037.422,386119119878.604,419944435748.943,386307400122.092,376456949492.418,403232431074.546,367755178705.592,383921096693.177,453337798485.731,595007824726.135,667646218613.742,716994609164.421,815048284525.398,1010904207699.19,895265792961.272,1101613670395.49,1340587597357.78,1499127655186.64,1536979583461.58,1429082897273.48,1324063566020.47,1180243849177.46,1293016064559.92,1387449034958.53,1352020454870.55,..
GNI (current US$),NY.GNP.MKTP.CD,Austria,AUT,17953394646.9876,22152287040.8953,29621908075.058,35366590842.1673,40232688630.7972,43082843445.578,51650574473.3994,62141791907.5145,74071758106.0216,82147201659.2214,70953553654.7434,71298486730.6606,72301811705.2245,68089737294.5465,69509477919.6595,98916000000,124038666739.225,133707123593.001,133607136765.471,167219692605.591,173663627578.079,195560524668.169,190907108718.798,203849993976.629,240111095946.499,237117494151.287,211805502311.422,216933192530.013,213744619646.282,195085959093.422,194639373601.79,212139375117.636,261037810383.747,300489570399.801,315305310284.79,336783339606.072,388299616753.353,433883404130.658,399998888580.161,395170908981.876,432573889519.503,409838651404.764,431228759906.245,442578740324.175,378058128962.087,395538833552.533,413325376516.589,450954683391.137,447294996188.235,..
GNI (current US$),NY.GNP.MKTP.CD,Azerbaijan,AZE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3971446603.10278,3311239404.76759,3044838070.19261,3164576377.58661,3953249309.91217,4433084374.55816,4536277658.67077,4937164150.87434,5340528830.66681,5851180004.11438,6834029321.93036,7979771649.53699,11600042521.6839,18302272330.4231,27970807831.2551,43586308422.5901,40772407439.6616,49435841285.6609,61091863998.987,65416863543.7882,70036719821.5424,72662436950.1466,51046644056.2171,35395431534.7496,39106056123.6347,44653352058.8235,45986633058.8235,..
GNI (current US$),NY.GNP.MKTP.CD,"Bahamas, The",BHS,542590600,559130400,634848200,662174500,819788700,566500000,629400000,704600000,1006200100,1200800000,1274600000,1446700000,1594300000,1876000000,2140099900,2288900000,2530699900,2651000000,2930400000,2993200000,2932160000,3026400000,2963600000,3121400000,3882158500,4421275600,6179760000,6635720000,7557070000,7936270000,8118930000,8696814900,8717670000,8913970000,9654135300,9949250000,10386740000,10466660000,9841640000,9888260000,9882330000,10609680000,10533630000,10673455700,11308170400,11488582400,12130014600,12339847200,13114074100,..
GNI (current US$),NY.GNP.MKTP.CD,Bahrain,BHR,..,..,..,..,..,..,..,..,..,2864420270.62881,3440957446.80851,3634308510.6383,3746276595.74468,3793882978.7234,3281648936.17021,2655319148.93617,2995744414.89362,3271276595.74468,3503191489.3617,4451329787.23404,4807446808.51064,4783244680.85106,5006382978.7234,5325000265.95745,5790573404.25532,6076647606.38298,6113085372.34043,6021789095.74468,6350622872.34043,8839275265.95745,8654625797.87234,9068566223.40425,10581836436.1702,12575387234.0426,15556372074.4681,18119833244.6809,21431313829.7872,24787226861.7021,20538353191.4894,23340257978.7234,25012234042.5532,29741912500,31343603989.3617,31755112765.9574,29314738297.8723,30439494680.8511,33484122340.4255,35576436170.2128,36313430851.0638,..
GNI (current US$),NY.GNP.MKTP.CD,Bangladesh,BGD,..,..,8108053514.97237,12522859678.6342,19439919254.1685,10105296949.4949,9608855565.61086,13238224497.3545,15535719093.2983,18156941569.7674,20590758873.929,18847155688.6228,18122979797.9798,19452920000,22655346153.8462,22202166666.6667,24866935483.871,27184294207.0866,29418568376.6291,32234055489.7889,31618548375.3501,32478635867.374,34069217830.6878,34824471356.6085,39096763694.0298,47649633251.8337,49613348946.1358,51415660792.9515,52841410149.7504,55101749155.2375,55629781319.4959,56908044576.0056,62584110535.4059,67925445897.7408,72520666666.6667,75870230199.5235,84719837822.1836,98684113103.0462,110602682464.565,124617096900.553,138823234444.331,144641656947.692,162054146628.501,184407434331.997,207742686491.099,234168452310.22,260441176346.573,286536059742.333,316907374622.297,..
GNI (current US$),NY.GNP.MKTP.CD,Barbados,BRB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1520310247.10386,1670959081.19127,1777556804.05708,1980510117.83424,1966737930.69159,1981255904.1416,1928700000,2023666285.487,2105901655.6456,2158504449.8583,2293690647.83971,2437577686.07368,2749316362.55158,2866056779.19753,2964350000,2944900000,2987550000,3075550000,3327650000,3644500000,3961099500,4486183000,4539047950,4275448350,4418050350,4357353600,4437596600,4482400550,4499058650,4502057650,4608564150,4754253200,4856103100,5030074650,..
GNI (current US$),NY.GNP.MKTP.CD,Belarus,BLR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21650000000,18000000000,17037037037.037,16280991735.5372,14843907351.4602,13905001956.5868,14725538461.5385,14043637344.0148,15129118973.2917,12096488096.4319,12679761438.7748,12305920143.8849,14543051367.9509,17841993174.0614,23143451851.8519,30159871402.0427,36854632634.0326,44904886300.0932,60280793539.3258,50064563909.7744,56107674051.6952,60375790753.7688,64182720882.8116,72802868130.6306,76354715375.5869,53957136255.1802,45508099165.6614,52644634114.7855,57886015606.596,61210714647.6719,..
GNI (current US$),NY.GNP.MKTP.CD,Belgium,BEL,30210254913.2473,37705546695.9949,48300143862.5543,56680050745.6504,66428486344.1922,71947319749.2163,83582818232.9769,102036695273.473,116682691249.312,126898081114.637,104870916992.612,91784983224.4393,86845298619.3294,83204003071.7677,86372091854.0662,120264512371.32,150162393300.918,163105286889.742,164539499385.749,205980494929.986,211977481393.975,236359025094.103,228457699393.657,250882987701.953,294350437876.3,285695114006.515,258857352277.853,264807068237.386,264172277860.644,242291966095.449,240965995525.727,261601919819.311,323441873589.165,373654333250.559,390387887078.722,413784468699.034,476866548042.705,527755090083.492,490297165879.411,488333574084.956,523481684620.602,507695038585.313,534493384270.569,545897069014.275,468690289764.047,480302796401.782,507306377790.119,549037915439.294,539738514469.019,..
GNI (current US$),NY.GNP.MKTP.CD,Belize,BLZ,56951219.5121951,63125000,74233128.8343558,92397660.8187135,105801104.972376,88520179.3721973,112050000,129500000,146500000,195988222.429283,194189854.656347,177306326.985709,186603185.955321,206681949.019381,202743742.664706,225438320.535567,274982558.5859,313893360.27245,359433890.704745,403986445.492176,435320750,503289100,541308250,555247100,597569100,614980050,630972900,656840400,692609250,779150900,801300500,857568850,894022150,934605850,987623750,1084867450,1112647200,1186172750,1226655200,1238700750,1363600000,1402700000,1460200000,1525000000,1628650000,1664300000,1711400000,1689600000,1721313600,..
GNI (current US$),NY.GNP.MKTP.CD,Benin,BEN,331970322.836033,408231890.87227,504376035.716401,556954764.489435,675570202.26034,698408244.385343,749849740.536153,929143313.336811,1187431250.04701,1402351617.0042,1287919998.96957,1261778450.07841,1082048347.00551,1021533916.74736,1024412704.80765,1310102040.42149,1533812033.87541,1595446185.67445,1464137967.57012,1921032589.5966,1955598277.10701,1634867229.43653,2234725312.9474,1562942646.55901,2125371588.68986,2315095356.60472,2238481480.09815,2441702752.83506,3663706833.41912,3498981637.45057,3648441384.72945,4146494876.0969,5299173107.79089,6142175584.07889,6547285039.60714,6997650175.4384,8109798133.31531,9736968276.16824,9666591343.28971,9481808905.23597,10677800294.7913,11074624287.2725,12448829094.0102,13223294116.3604,11295642491.5136,11718307251.9058,12561418821.1382,14105967001.3224,14247234408.6248,..
GNI (current US$),NY.GNP.MKTP.CD,Bermuda,BMU,224900000,250800000,287200000,333100000,367600000,411600000,476300000,507000000,538600000,654000000,794499968,828499968,939699968,1051400000,1110400000,1243399936,1343800064,1450099968,1510499968,1609400064,1648900000,1681900000,1822390000,1869240100,2033030100,..,..,..,..,..,..,..,..,..,..,..,6964741581.06355,7158192468.42059,6797876160.94992,6780700000,6474269000,6661617000,6764352000,6657829000,6893729000,7095783000,7435279000,7459240000,7587978000,..
GNI (current US$),NY.GNP.MKTP.CD,Bhutan,BTN,..,..,..,..,..,..,..,..,..,110208002.544529,115248452.655889,114938562.367865,120427524.752475,135127667.253521,137641915.925627,165499436.954798,221839861.111111,257605833.333333,262875335.797905,281163632.210166,228445136.323659,222476458.333333,211156264.348967,250591173.095314,265813253.160654,281235989.274626,334543404.020931,320648737.275812,347438039.944264,423968319.982199,461207368.086459,512806665.295207,590246764.705882,666547378.640777,785369263.038549,871434235.327874,1152351468.61434,1193789868.79729,1183441317.3764,1460010353.01733,1663196387.4396,1639170542.24398,1632780314.27801,1772100521.87876,1860822550.85196,1973485495.26529,2237541686.62932,2226677925.70497,2300999285.71733,..
GNI (current US$),NY.GNP.MKTP.CD,Bolivia,BOL,..,..,..,..,..,2700484007.996,3160336281.85907,3644320889.55522,4239043308.35371,4263816802.61011,5510556933.11582,5176790478.47958,5060640961.87886,5754601148.23129,5004377399.65434,3649839150.74542,4045923622.1622,4332815374.88371,4456878547.35084,4618982620.20708,5096273725.07401,5446192513.78028,5528777355.74781,5798744226.81528,6508618711.33054,7188766149.05608,7729174999.5242,8335344621.69471,8088875593.5586,8172380981.6447,7930377408.46691,7700785216.17852,7780518761.75057,8388731804.43548,9172726311.35245,11054624631.7839,12630742727.2264,16137947294.2542,16666184074.0741,18760697228.2244,22977277527.4672,25455219537.8544,28751567780.9631,31298228310.567,31873100511.8803,33320230250.4007,36398995788.5509,39311992849.0058,40080303995.0259,..
GNI (current US$),NY.GNP.MKTP.CD,Bosnia and Herzegovina,BIH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1090802469.1358,1624572953.73665,2564045321.63743,3443816504.23851,4925763027.78883,5413706644.88017,6096206688.64814,6281404511.347,7159190134.74495,8903153144.83554,11100740126.9841,11690722960.5138,13256365852.0942,16247025892.2323,19818753744.7573,18292492364.5145,17456490824.1349,18794512758.5472,17361713309.6834,18420338062.5891,18709808709.8087,16321519705.1318,16935693682.484,18014866889.4779,20125528062.764,20151944937.3247,..
GNI (current US$),NY.GNP.MKTP.CD,Botswana,BWA,130416526.845638,165250292.549733,244412476.588388,309413245.033113,355172413.793103,372010119.595216,451603325.415677,590376720.598889,819877300.613497,1014089037.57077,1111389984.46277,1043653491.30815,1132600966.35974,1126732902.03327,1018317039.84022,1282103134.47927,1729167907.55852,2468008312.37012,2817236587.42369,3684735286.21338,4005663830.6292,4258899369.57861,4453715364.61558,4034973478.35804,4698181877.20944,4594669634.79935,4875398624.95891,4910030431.3874,5221996626.5894,5436161217.60947,5352478942.68301,4740668162.71058,6795865108.38603,7997879093.95044,9084360896.67168,9364081179.35612,10200889864.4686,10196257012.6998,10029116811.7846,12147305773.0805,15016122766.225,14164609541.2604,14251172463.0606,15779133755.1943,13966687708.5596,14355849145.0483,16039012263.9504,17081062176.4706,16946994059.0746,..
GNI (current US$),NY.GNP.MKTP.CD,Brazil,BRA,48684157318.5706,58075347258.6067,78380807935.1819,104325590448.443,122016649141.279,150357935666.65,173253413561.887,196080790936.193,218945212519.056,227299903221.934,252659071917.96,267229261490.029,191446471082.959,197144720543.593,211063860366.741,256173867061.639,282955492984.36,317177371865.753,448509000000,449671800000,589350000000,393042375000,427140503105.59,537119760675.739,757859058515.855,827516902795.742,855019274582.56,825536162860.836,568078572215.793,636545739163.706,541210449579.117,490921176362.21,540601974260.643,649542563658.12,865855861197.831,1079922933664.32,1367409102922.29,1654242312302.32,1630132837501.25,2140639114483.86,2548973132352.94,2403681256873.69,2438446843189.09,2410227796260.09,1768302238329.98,1757603662733.08,2024253642507.99,1832170775165.58,1790968502573.2,..
GNI (current US$),NY.GNP.MKTP.CD,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GNI (current US$),NY.GNP.MKTP.CD,Brunei Darussalam,BRN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2985467979.28524,3520551724.13793,3701667052.55846,4183548189.07305,4105706151.75145,4087337959.93191,4734020036.68689,5115602836.87943,5197332974.13793,4051147227.53346,4600000000,6001153306.2645,5601090584.36122,5843329107.56171,6557333084.60567,7872333215.00414,9531402847.87311,11470703002.0769,12310094220.6887,14447599068.5859,10784466313.7632,13606894022.7356,18026870180.4595,18590749039.6927,17893222506.3939,17082872928.1768,13580987708.197,12235956707.4495,12848520530.0891,13651197271.8511,13830513707.6675,..
GNI (current US$),NY.GNP.MKTP.CD,Bulgaria,BGR,..,..,..,..,..,..,..,..,..,19525307692.3077,19672285714.2857,19187533333.3333,16484500000,17556333333.3333,17092578947.3684,20117823529.4118,27786846153.8462,22134941176.4706,21351666666.6667,18995909090.9091,9832580645.16129,10180773195.8763,10637028985.5072,9504964944.64945,18551491071.4286,11898154581.2254,10959092395.5051,14747201715.5192,13442625945.4753,12922427259.4546,14208398132.4667,16746346413.0958,21488783574.7677,26463400799.9492,29952788132.9013,33528741743.0899,41158999020.2939,51846800688.0562,50357249591.2419,49327498984.7029,55581822964.8063,53311098554.5335,54387804695.9826,56410350698.684,49066940603.0379,52129665723.9819,57538881590.3198,64150353047.6765,67445642243.8466,..
GNI (current US$),NY.GNP.MKTP.CD,Burkina Faso,BFA,481906550.565013,577291786.296422,674535601.337167,748879669.104787,927901103.013398,967025544.21336,1111037107.27305,1464483794.78835,1739271805.02591,1924640087.18309,1766035186.953,1744188438.01486,1590193730.74481,1454930204.28116,1546793450.78349,2030903473.20101,2361035336.47327,2602940566.70478,2603688478.85415,3093955988.41862,3125829319.6657,2232271771.81039,2318405444.78764,1881027156.83552,2369479998.13282,2593450635.16465,2445476493.9667,2802106121.56894,3368706492.09677,2953010403.64656,3178291895.10016,3588060318.58699,4686123998.48663,5406280264.27073,6082308114.38945,6528831919.79872,7603256785.93045,9414698383.8565,9333204306.50313,9807542028.87947,11592645414.5434,12243495998.7762,13080708252.0415,13337501703.1647,11293125626.5734,12261728542.5585,13577335799.2769,15376600312.196,15326472487.9815,..
GNI (current US$),NY.GNP.MKTP.CD,Burundi,BDI,243766857.142857,235406857.142857,295982555.669407,336273015.873016,412341587.301587,437150144.927536,537186666.666667,595765555.555556,772336666.666667,921813333.333333,966146666.666667,1005555555.55556,1073595481.44164,974118285.857489,1131604109.70254,1181080844.35491,1103051149.23924,1059467929.76958,1096300427.94028,1117211760.24058,1156153553.73995,1069379682.96184,928818579.07743,913654989.848138,988018268.88428,855125492.320396,960396267.915425,885470806.166974,796772713.286961,884786065.883137,864477157.825014,811709078.127599,766758030.795662,887956197.145997,1099412999.83025,1264575020.63803,1350299364.97898,1607535901.77136,1764455092.55887,2021328812.72312,2218375410.85042,2326791660.28888,2453425870.69514,2698994566.90227,3102740807.08657,2958794875.00111,3167492069.36737,3043033462.71202,3019539459.42988,..
GNI (current US$),NY.GNP.MKTP.CD,Cabo Verde,CPV,..,..,..,..,..,..,..,..,..,138856701.572375,139991785.553664,136158546.522499,131601795.613636,127523196.261924,133652053.819803,187959832.752926,235030170.094031,265056605.265897,270668649.274604,309176369.708973,321024263.387856,358442263.81252,491380499.086128,406239075.112039,484576531.820489,497578130.921463,487022137.740692,516378634.446505,583542586.616684,525174330.399851,556963917.232962,606246005.721718,799436886.277801,906125339.497971,938320012.450618,1062929628.54676,1482535119.66378,1742237159.34829,1668453496.03349,1591147121.9859,1792779485.57524,1667229959.80028,1785866825.96527,1767262553.51691,1537742030.29208,1603727125.4415,1708731941.92061,1920635859.72138,1939454972.2846,..
GNI (current US$),NY.GNP.MKTP.CD,Cambodia,KHM,969283315.888633,505248615.101289,702466307.880768,588070886.540255,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3380436724.62053,3421442059.50832,3403728394.35903,3066048888.41853,3421151872.33763,3533900964.86767,3842634360.21916,4096441959.94383,4481379859.38678,5123749224.65951,6005719072.865,6955909278.49875,8313830823.69371,9926200962.0374,9951177100.64565,10727606651.3343,12229474121.1778,13324765051.9712,14575360631.4731,15825602128.3715,16944761320.3368,18788293249.7557,20800209502.6391,22915193840.1748,25525556830.0006,..
GNI (current US$),NY.GNP.MKTP.CD,Cameroon,CMR,1116606068.94993,1314989972.37391,1510978409.73367,1961452807.64428,2447956601.25594,2718952469.8705,2605908429.12078,4032717783.52244,5475153102.55254,5617934472.40745,6871180904.54397,6875618499.92332,6951293545.19088,7529099006.68542,7893940975.65148,10483549563.4148,12143436349.8684,12449643357.8995,10922507076.8889,10673691294.7312,11659688178.0793,10750635241.7182,14768101163.5952,10053025173.0161,9116024560.82912,9922731160.72526,10224304197.9553,10143554099.8876,10730678783.5283,9490488175.51933,9675489664.18544,10906514675.5713,14023258190.5068,17028245537.8235,17455351569.3176,19103975208.366,21864913649.7667,25997186753.2608,25904236348.238,25905071030.7293,29071882197.2097,28657387670.2726,31737786384.1153,34699622608.5164,30491754476.4422,32085147356.0155,34347942596.7185,37954150399.7235,38259800549.9129,..
GNI (current US$),NY.GNP.MKTP.CD,Canada,CAN,98159003763.1214,111973127588.645,129947894210.579,158580766871.166,171802537357.452,203585192697.769,207884725905.031,213974919786.096,237297467987.024,267380993841.943,296987238301.777,303780497689.876,331848425835.768,345679098139.14,354994507506.408,366251889168.766,419782051282.051,492889412529.455,547709459459.459,574627185464.518,592228332024.09,573080168776.371,559372141694.442,559172524897.481,585086709414.165,609656032269.894,634690885454.283,612674755645.433,655584572928.586,725237357753.687,718179235537.19,741406996750.143,873515809007.209,1004566487317.45,1149135996038.95,1298296897038.08,1447200446885.76,1530173383317.71,1350956171813.49,1585302854095.93,1758969190429.32,1796236988099.12,1819072868136.9,1774391309542.96,1532290066856.48,1509573373337.67,1630711605822.9,1694106427700.7,1718553969420.26,..
GNI (current US$),NY.GNP.MKTP.CD,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3934273907.36927,4044360190.29752,2905095125.35511,2646160144.38129,2632477229.9995,2793106466.87692,2950833516.05397,3095338607.67025,..,..,..
GNI (current US$),NY.GNP.MKTP.CD,Central African Republic,CAF,198941119.239967,228251320.490295,268083540.162556,278993393.149365,376717384.254518,450459739.569492,506691637.526422,611778518.97513,695364907.936006,799613350.271394,698104783.582323,741049292.420748,647990922.832265,628156958.343927,857549797.557333,1109865058.60859,1176881510.93744,1237401965.49786,1208296772.84259,1418273437.84433,1361256586.77615,1396427786.95827,1260063939.58807,830378020.935342,1094392733.30336,986712831.178194,922003071.944495,948607846.60713,991334220.888093,901436083.897736,924010113.111385,982309385.151714,1136967017.22281,1256265520.41626,1327140867.66574,1449089088.89268,1686871786.23681,1962359934.51157,2053265655.31444,2152234701.16774,2447711151.39652,2521348254.44324,1706709151.81952,1914517016.76107,1716880210.25294,1847781813.23295,2177935775.13185,2386745257.73409,2386023521.66114,..
GNI (current US$),NY.GNP.MKTP.CD,Chad,TCD,504596775.294783,589275229.050192,650955197.163468,656490434.318377,872230329.590029,874235973.190713,941449818.796067,1119848849.65077,1002051756.6001,1038056268.00718,873458088.389915,832288385.122479,826687138.498125,911618330.57666,1027594526.18479,1059020854.49803,1152744653.86735,1469247181.11323,1424250573.19624,1720769010.63852,1874628293.0336,1884677294.87653,1423194551.11657,1171969799.0669,1440773219.94822,1597137258.47049,1528104789.45787,1744116378.32108,1533049608.81054,1367590662.77908,1688295015.53596,1936981359.29949,2284427780.84537,3727138978.98502,5624396341.71784,6216752918.69311,7450473272.77624,8725000640.13453,8903736312.90594,10312399364.7461,11856128211.9459,12067690556.3598,12362322220.9534,13336602010.745,10618477273.031,9911697594.4878,9869508954.25817,11075017680.0106,11140998595.3498,..
GNI (current US$),NY.GNP.MKTP.CD,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6035110963.89533,6206115515.28879,6243001967.01468,6080322441.34159,6482314148.68106,7173877551.02041,8288172830.46503,8512727272.72727,9205151793.92824,10888355342.1369,..,..,..,..,..,..,..,..,..,..,..,..,..
